เบี้ย,ประกันชีวิต,หลัก,เพิ่ม,อายุ,ทำ,เท่า,ตลอด,สุขภาพ,น้อย,ดี,เกิด,เหมือน,เจ็บป่วย,กำหนด,ภายใน,บริษัท,จ่าย,ช้า,คิด,ดอกเบี้ย,เพิ่มเติม,ลูกค้า,นำ,ข้อมูล,ส่วนตัว,สบาย,รู้สึก,งาน,วิริยะ,ระบบ,หัก,บัญชี,ชอบ,ประกัน,ดู,ข้อ,อย่า,คุ้ม,บอก,แจ้ง,เสีย,ชีวิต,สืบ,หา,กรณี,อุบัติเหตุ,แย่,คน,ขอบคุณ,ใช้,รักษา,ยกเลิก,รอ,บัตร,ยุ่งยาก,คืน,เงิน,รับรอง,สามารถ,ซื้อ,สูง,ปกติ,ประเทศ,สวัสดิการ,ลอง,สอบ,ถาม,ติดต่อ,เกิน,ค่า,ชดเชย,พยาบาล,เวลา,พิจารณา,บริษัทประกัน,เร็ว,โรค,ใช่,เงินสด,ตัวแทน,สิทธิ,สังคม,สะดวก,เหตุผล,ใหม่,เก่า,ยินดี,โทร,ภาษี,ทิ้ง,รถยนต์,กลับ,โดน,สาย,พ่วง,ลูก,ทราบ,เรียบร้อย,เรื่อง,หน้าที่,โอกาส,คุย,เจอ,ดูแล,เพื่อน,ช่วย,กรมธรรม์,ขนาด,ฉุกเฉิน,ตอบ,ศึกษา,คอย,ง่าย,เข้าใจ,ตัดสินใจ,สัญญา,ระยะ,ยาว,หาย,ขาย,บ้าน,แอบ,อยาก,รู้,พอ,เหลือ,พนักงาน,ราคา,จำเป็น,จบ,ไหล,ดูด,ป่วย,ยก,AIA,ปรึกษา,ฝ่าย,มะเร็ง,เอา,เสี่ยง,กลาง,สงสัย,หมด,ตกลง,แพง,กู้,MRTA,ลดหย่อน,นับ,ผ่อน,จริง,คุ้มครอง,เลือก,ยอม,รัฐ,ประหยัด,อัตรา,มอง,Bupa,ประวัติ,แนะนำ,แถลง,ปัญหา,อนาคต,ไทย,สนใจ,นอน,แผน,กรุงเทพ,ปกปิด,สิทธิ์,เต็ม,เขียน,เอกชน,ยื่น,สามี,ปฏิเสธ,ลด,บริการ,ฟิลลิป,เบิก,หลังไมค์,เสนอ,หยุด,ชำระ,ครบ,อธิบาย,ทุน,ประโยชน์,ลักษณะ,ห่วง,ยอด,ตัด,ฟ้อง,รีบ,เสร็จ,ยาก,สมาชิก,หมายเลข,ประเภท,กรุงไทย,จำกัด,มหาชน,เน้น,ส่วนลด,ยี่ห้อ,อนุญาต,รบกวน,ต่ำ,บูพา,แปลก,ใบเสร็จ,สุดท้าย,ปัจจัย,ออม,เกษียณ,ฝืน,เสมอ,เรียก,ต้องการ,ดิ้นรน,ฟัง,เยอะ,แถม,สำคัญ,กระทู้,เจ็บ,ฝาก,ถูกใจ,ยัดเยียด,แม่,ตก,คิดถึง,งัด,ไม้ตาย,ธนาคาร,ประสงค์,เซลล์,รวดเร็ว,ประสาน,เอกสาร,ถ่วง,หลักการ,เจ้าของ,ยืนยัน,หนี้,ผูก,แบ่ง,สินค้า,ติดตาม,ข้าม,ลงทุน,เจ้าหน้าที่,ขาด,ประกันภัย,ครอบครัว,วางใจ,เด็ก,จัดการ,กระจาย,ฟรี,OPD,กองทุน,หาเรื่อง,หวัง,ยุ่ง,โทรศัพท์,บ่อย,ปัจจุบัน,เชื่อ,มาตรฐาน,เงื่อนไข,ภาระ,เก็บ,ถอนเงิน,อ่าน,กำไร,พิเศษ,สร้าง,ผิด,ค่าธรรมเนียม,เพลีย,ค่าย,คงที่,กลุ่ม,เป้าหมาย,ยืดหยุ่น,ทีม,ระวัง,แยก,พลาด,ใกล้,ว่าง,ไว้ใจ,โฆษณา,หากิน,insurance,company,bank,belong,same,UDR,เสียใจ,บังคับ,คล้าย,ออมสิน,เงินเดือน,อารมณ์,ก่อ,พ่อ,ที่ดิน,แก่,ระบุ,ข้อเท็จจริง,ระงับ,ไล่เบี้ย,แทน,ถอน,ปิด,บริหาร,หลอก,โพส,ควบ,ธุรกิจ,จรรยาบรรณ,ล่มจม,เช็ค,สุข,ข้าราชการ,ลำไส้,ด่วน,รายงาน,ก้อน,เงินเฟ้อ,มรดก,LTF,RMF,พันธบัตร,เทียบ,ไกล,ตลาด,อยุธยา,งวด,ยกเว้น,รับประกัน,เบาหวาน,ขาดทุน,หุ้น,แก้,เลิก,กลัว,นายหน้า,ปาก,ธุรกรรม,ช่อง,อนุมัติ,งบประมาณ,อัตโนมัติ,แข็งแรง,ภาวะ,คลอด,ขอโทษ,พอใจ,ภาพ,แนบ,จริงใจ,มั่นคง,เสริม,เงินกู้,เข้มงวด,เงินต้น,เทคนิค,กฎหมาย,ร่วมมือ,ปกป้อง,ทบทวน,พรบ.,หมุน,ทน,IPD,เรื้อรัง,สั้น,RSV,ทดแทน,มูลค่า,อัตภาพ,อึดอัด,ผู้หญิง,เล็กน้อย,ข้อแม้,แสดง,ประสบการณ์,เหมาะ,ออฟชั่น,pa,เดินเรื่อง,ขบวนการ,เอื้อ,ปลอม,ถนัด,ห้องแถว,คอนโด,เช่า,ก่อสร้าง,ตลาดหุ้น,ทดลอง,เส้นทาง,สินเชื่อ,close,account,Kasikorn,รีฟันด์,รับผิด,เฮลิคอปเตอร์,ทหารไทย,แฝง,SCB,จัดสรร,หลาน,IRR,อาคเนย์,อิสระ,tmb,กฎ,ผู้ชาย,นิ่ว,แอบแฝง
0,0,0,0,0,0.011506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021351,0,0.017697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019717,0.027501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072608,0,0,0,0,0,0,0,0.029508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.039888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.036996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049811,0,0.037875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068328,0,0.062854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012373,0,0,0.013343,0,0,0,0,0,0,0,0,0,0,0,0.011681,0,0.025233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037238,0,0,0,0,0,0.010457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014799,0,0,0,0,0,0,0,0,0,0.016065,0,0,0.04003,0,0,0,0.015974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011651,0,0,0,0,0.01301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.037444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046834,0,0,0,0,0,0,0,0,0,0,0,0.043088,0,0,0,0.041579,0,0,0.040241,0,0,0,0,0,0,0.039232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008137,0,0,0,0,0.005924,0.012441,0,0,0,0.007878,0,0,0,0,0,0,0,0,0.032341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010178,0.008671,0,0,0,0,0,0,0,0,0,0,0,0,0.008805,0.012661,0,0,0,0,0,0,0,0.007598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013546,0,0,0,0,0.030601,0,0,0,0,0,0,0,0,0,0.013618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008681,0,0,0.008395,0,0.00632,0.008849,0,0,0,0,0,0.007572,0,0,0,0,0.005112,0,0.003834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003084,0,0,0,0,0,0,0,0,0,0,0,0,0.003131,0,0,0.003295,0,0,0,0,0.003621,0.005405,0,0.003403,0,0.004104,0,0,0,0,0,0,0,0,0.008802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00495,0,0,0,0,0.005329,0,0.006876,0,0,0,0,0,0,0,0,0,0,0.00415,0.005607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008091,0,0,0,0.020216,0.006008,0,0,0,0,0,0.017691,0,0,0,0.010962,0,0,0,0,0,0,0,0,0,0,0,0,0.009394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006739,0,0,0,0,0,0,0,0,0,0,0,0,0.00423,0,0,0,0,0.004315,0,0,0,0,0,0.005158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006479,0,0,0,0,0.006192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.006751,0,0.008454,0,0.004243,0,0,0.005772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008178,0,0,0,0,0,0.010936,0,0,0,0,0,0,0,0,0,0.008912,0,0,0,0.018921,0,0,0,0,0,0,0,0,0,0,0,0.039159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007874,0,0.006526,0,0.010326,0,0,0.010026,0,0,0,0.008836,0,0,0,0,0,0,0.020527,0,0,0,0,0,0,0,0,0.012606,0,0,0,0,0,0,0,0,0.010264,0,0,0,0,0,0,0,0,0.007722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011987,0,0.021045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.012596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050685,0,0,0.016231,0,0,0,0,0,0,0.011726,0,0,0,0,0.012596,0,0,0,0,0.009849,0,0,0,0,0,0.008078,0,0,0.009687,0,0,0,0,0,0,0,0,0,0.008771,0,0.012796,0,0,0,0,0,0,0,0.009687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011967,0,0,0.024813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003512,0,0.00272,0,0,0.002557,0.00537,0,0,0.002528,0.006801,0,0,0,0,0,0,0.006204,0,0,0,0,0,0,0,0.003516,0,0,0,0,0,0,0,0,0.004393,0,0.004745,0,0,0.002108,0,0,0,0,0.00537,0,0,0,0.0019,0,0.001859,0.009997,0,0.002836,0,0,0.002197,0,0,0,0.001966,0,0,0,0,0,0,0.002019,0,0,0.003561,0,0.002597,0.002166,0,0,0,0.002216,0,0,0,0,0,0,0,0,0,0.006076,0,0,0,0,0,0,0.003798,0,0,0,0,0.002086,0,0,0,0.005441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003056,0,0.004653,0.002319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002893,0,0,0,0,0.005729,0,0,0,0,0,0,0,0,0,0.006805,0,0,0,0,0,0,0,0,0,0,0,0.009391,0,0,0,0,0,0,0.00877,0,0,0,0,0.003302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013092,0,0,0,0,0,0,0,0,0,0,0.003376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005367,0.004992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005161,0,0,0,0,0,0,0,0,0,0,0,0,0.004353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009501,0.011004,0,0,0.006396,0.013834,0,0,0,0.006838,0,0,0,0,0,0,0,0.008392,0,0,0,0.021165,0,0,0.006595,0,0,0,0.006665,0,0,0,0,0.009511,0,0.005062,0,0,0,0,0,0,0,0,0,0,0,0,0.010281,0,0.01006,0.005409,0,0,0,0,0,0.013308,0,0.005586,0,0,0,0,0,0,0.006396,0.005461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008218,0,0,0,0,0,0,0,0,0,0,0,0.011288,0,0,0.017866,0,0,0,0,0.006572,0,0,0,0,0,0,0,0,0.006504,0,0,0,0,0,0,0.006294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010843,0.006641,0,0,0,0,0,0,0,0.012469,0,0,0.009681,0,0,0,0,0,0,0.016343,0,0,0.007909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006944,0.010912,0,0,0,0.014167,0,0,0.007327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008998,0,0,0,0.015575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
